Tenure,Gender,Geography,salary_quantiles,balance_quantiles,age_quantiles,CreditScore,NumOfProducts,HasCrCard,Exited
6,Female,Spain,fourth,first,fourth,619,2,1,0
7,Female,Germany,sixth,fifth,seventh,696,2,1,0
8,Male,Germany,seventh,fourth,fourth,659,2,1,0
2,Male,Spain,sixth,fifth,fourth,556,1,1,0
9,Female,Spain,fourth,first,fourth,701,2,1,0
5,Male,Spain,seventh,fifth,fifth,587,1,1,0
10,Female,Germany,seventh,fifth,third,644,2,1,0
4,Male,Germany,second,fourth,fourth,572,1,1,1
1,Male,Spain,third,sixth,sixth,627,1,1,0
9,Male,Germany,sixth,fifth,first,518,2,1,1
2,Female,Spain,fourth,third,sixth,623,1,1,0
5,Female,Spain,sixth,first,sixth,666,1,0,1
5,Male,Germany,third,sixth,sixth,681,2,0,0
10,Female,Germany,first,sixth,second,564,2,1,0
2,Female,Germany,second,fourth,fifth,646,1,0,1
5,Female,Germany,sixth,fifth,seventh,635,1,1,1
8,Male,Spain,seventh,first,fifth,850,2,1,0
2,Female,Spain,first,first,third,463,2,1,0
1,Male,Spain,first,third,sixth,741,1,1,0
5,Male,Spain,second,seventh,first,646,2,1,1
9,Male,Germany,third,sixth,sixth,805,1,1,1
9,Male,Germany,second,sixth,first,524,2,1,0
5,Female,Germany,third,seventh,sixth,624,1,1,0
3,Female,Spain,third,first,sixth,569,3,1,1
4,Male,Germany,fifth,seventh,fourth,464,1,0,0
7,Male,Germany,second,sixth,first,718,1,0,0
0,Male,Spain,second,third,sixth,478,2,0,1
4,Male,Spain,fifth,first,fifth,615,1,0,0
4,Male,Spain,seventh,first,sixth,651,2,0,0
1,Male,Germany,third,fifth,sixth,465,1,0,1
3,Male,Germany,first,sixth,fourth,540,1,0,0
8,Male,Germany,third,seventh,sixth,568,1,0,1
1,Male,Germany,second,seventh,seventh,523,1,0,0
2,Male,Germany,sixth,third,third,595,2,0,0
2,Female,Germany,first,fifth,first,589,2,1,0
2,Female,Spain,third,fifth,second,785,2,0,0
6,Male,Spain,second,first,seventh,563,2,1,0
1,Male,Spain,fifth,first,fifth,643,2,1,0
6,Male,Germany,first,seventh,fifth,755,3,1,1
6,Male,Spain,fourth,first,fourth,769,2,0,0
8,Female,Germany,third,sixth,seventh,818,2,1,0
4,Female,Germany,sixth,fourth,third,669,2,1,0
9,Female,Germany,sixth,sixth,third,603,1,1,0
2,Male,Germany,second,sixth,seventh,580,2,1,0
8,Male,Spain,second,first,sixth,527,1,1,0
1,Female,Spain,sixth,first,fifth,729,2,1,0
3,Female,Germany,sixth,fourth,sixth,699,1,1,1
5,Female,Spain,sixth,first,seventh,698,1,1,0
5,Male,Germany,second,third,third,682,2,1,0
7,Male,Germany,fifth,fourth,first,649,1,0,0
9,Male,Germany,second,sixth,second,595,2,1,0
10,Female,Germany,first,fifth,sixth,628,2,0,1
10,Female,Spain,first,first,second,665,1,1,0
6,Male,Germany,second,seventh,seventh,805,1,1,1
8,Female,Spain,second,seventh,third,675,1,0,0
2,Female,Spain,fifth,first,sixth,635,2,1,0
7,Male,Germany,fourth,fourth,sixth,600,1,1,1
3,Male,Spain,fourth,first,fourth,758,2,0,0
4,Female,Germany,sixth,sixth,fifth,606,1,1,1
1,Female,Germany,fifth,fifth,fourth,753,1,1,1
3,Male,Spain,second,sixth,fourth,559,1,1,1
7,Female,Spain,sixth,sixth,sixth,754,2,0,0
4,Male,Germany,sixth,fourth,sixth,621,1,0,1
8,Male,Spain,fourth,fourth,first,650,1,1,0
10,Female,Spain,second,first,fifth,831,1,0,0
8,Female,Germany,seventh,fourth,fifth,552,1,0,1
4,Male,Spain,fifth,third,fifth,577,1,0,0
5,Male,Spain,fifth,sixth,sixth,576,1,0,0
1,Female,Germany,second,fourth,sixth,711,2,1,0
2,Female,Spain,third,sixth,fourth,806,2,0,0
9,Female,Spain,third,first,first,679,2,0,0
6,Female,Spain,fourth,first,fourth,850,2,1,0
2,Female,Germany,seventh,third,third,670,1,0,0
6,Male,Germany,second,sixth,sixth,588,3,1,1
5,Male,Spain,first,fifth,second,564,1,1,1
3,Female,Spain,fifth,sixth,first,796,2,0,0
10,Female,Spain,second,sixth,sixth,527,1,1,0
4,Male,Germany,first,fourth,third,596,2,0,0
1,Male,Spain,seventh,seventh,fourth,553,2,1,0
3,Male,Spain,fifth,fourth,second,850,2,1,0
2,Male,Germany,third,third,second,599,2,1,0
8,Male,Spain,fifth,third,sixth,707,1,1,1
2,Female,Spain,fifth,seventh,seventh,681,1,0,0
8,Female,Germany,first,fourth,first,630,1,1,0
6,Female,Germany,sixth,sixth,seventh,430,2,1,1
6,Male,Spain,seventh,seventh,fourth,703,1,0,0
1,Female,Germany,first,third,fourth,755,1,0,0
2,Female,Spain,fifth,sixth,seventh,612,2,1,1
0,Female,Germany,fifth,fourth,seventh,554,1,0,1
1,Male,Spain,second,first,third,724,2,1,0
8,Male,Spain,second,first,second,770,2,0,0
3,Male,Spain,first,first,third,574,2,1,0
7,Male,Germany,second,fifth,sixth,515,3,1,1
6,Male,Germany,third,sixth,seventh,632,1,1,0
8,Male,Germany,fourth,fourth,seventh,434,2,1,1
3,Male,Germany,sixth,third,first,640,1,1,0
9,Male,Spain,sixth,sixth,third,607,1,1,0
5,Male,Germany,sixth,third,third,780,2,1,0
10,Female,Germany,first,fourth,first,616,1,0,1
8,Female,Spain,third,first,fourth,618,2,1,0
6,Male,Germany,third,fifth,second,637,2,1,0
1,Female,Spain,fifth,fifth,second,744,1,1,0
8,Male,Germany,first,fifth,fourth,495,2,1,0
3,Female,Germany,third,seventh,first,559,1,0,0
6,Male,Germany,fourth,fourth,sixth,692,2,0,0
7,Male,Spain,fifth,sixth,third,703,1,1,0
0,Male,Germany,fourth,seventh,first,720,2,1,0
3,Male,Germany,third,fifth,fifth,777,2,0,0
8,Male,Germany,sixth,third,sixth,597,2,1,0
2,Female,Germany,second,third,third,621,2,1,0
7,Female,Spain,first,first,second,649,1,1,0
5,Female,Germany,second,sixth,second,689,1,1,1
8,Female,Spain,fourth,fourth,seventh,573,1,1,0
10,Male,Spain,third,sixth,fourth,686,1,0,0
1,Female,Germany,seventh,sixth,sixth,753,1,1,0
4,Female,Spain,fifth,sixth,second,520,2,0,0
4,Male,Germany,second,fourth,first,547,2,1,0
9,Female,Spain,sixth,fourth,first,648,1,1,0
8,Female,Germany,fifth,sixth,seventh,484,3,0,1
2,Male,Germany,second,fourth,second,548,1,1,0
9,Male,Spain,fifth,first,fourth,718,2,0,0
4,Male,Spain,first,third,fourth,744,1,1,0
9,Male,Germany,third,seventh,second,799,1,0,1
8,Female,Spain,first,fifth,third,751,2,0,0
7,Male,Germany,sixth,third,third,781,2,1,0
0,Female,Germany,first,fourth,sixth,777,1,1,0
2,Female,Spain,second,first,first,704,1,1,1
4,Female,Germany,fifth,third,second,679,1,1,0
5,Female,Spain,first,fifth,third,512,1,1,0
7,Male,Spain,first,first,third,424,1,1,0
7,Male,Spain,fifth,first,seventh,697,1,1,1
8,Male,Germany,second,fourth,sixth,580,1,1,1
7,Male,Spain,second,third,fifth,664,3,0,1
2,Female,Germany,second,fourth,third,702,2,1,0
3,Female,Germany,seventh,fourth,fourth,582,1,1,1
2,Female,Spain,third,first,seventh,605,3,1,1
6,Female,Spain,third,first,first,604,2,1,0
9,Male,Germany,first,sixth,second,724,1,1,0
7,Male,Germany,fifth,fifth,fourth,567,1,1,0
0,Female,Spain,first,sixth,seventh,779,1,1,1
2,Female,Germany,first,third,second,821,1,1,0
8,Female,Germany,first,fifth,seventh,600,1,0,1
7,Male,Spain,fifth,fourth,second,625,1,1,0
4,Female,Spain,second,fourth,fourth,641,1,1,0
3,Male,Spain,first,first,second,434,1,1,0
10,Female,Spain,second,seventh,seventh,762,1,1,1
9,Male,Germany,sixth,fourth,second,507,1,1,0
6,Female,Germany,fourth,seventh,first,606,1,0,0
7,Male,Germany,second,fifth,third,655,1,1,1
1,Male,Germany,second,sixth,sixth,697,1,1,0
7,Male,Germany,sixth,sixth,fifth,504,2,1,0
6,Male,Spain,sixth,fourth,fourth,660,1,1,0
0,Male,Germany,second,fourth,second,756,2,1,0
1,Male,Germany,second,fourth,fourth,486,1,0,0
7,Female,Spain,second,seventh,fifth,581,2,1,1
4,Male,Spain,second,fourth,third,667,2,0,0
3,Male,Spain,first,sixth,second,644,1,1,0
7,Female,Spain,seventh,first,third,627,1,1,0
4,Male,Spain,fourth,third,second,599,1,1,1
3,Male,Spain,first,first,third,744,2,1,0
2,Male,Germany,first,seventh,second,653,2,0,0
7,Male,Germany,fifth,fifth,second,648,1,0,0
8,Female,Germany,fourth,seventh,fourth,663,1,1,0
4,Female,Germany,first,sixth,fifth,613,1,0,0
1,Male,Germany,fourth,fifth,sixth,669,1,0,0
1,Female,Germany,fifth,sixth,second,767,1,1,0
8,Male,Germany,third,fifth,seventh,679,2,1,0
6,Female,Spain,sixth,seventh,sixth,663,1,0,1
7,Female,Spain,fourth,sixth,first,547,1,1,0
6,Female,Germany,sixth,fifth,second,502,2,1,0
2,Male,Germany,first,fifth,sixth,793,1,0,1
5,Male,Germany,third,seventh,seventh,727,1,1,1
1,Female,Spain,first,first,second,632,2,1,0
5,Female,Germany,fourth,sixth,fourth,474,2,1,0
1,Female,Germany,first,sixth,second,850,2,1,0
8,Male,Spain,first,first,first,742,2,1,0
2,Female,Spain,third,first,third,761,2,1,0
4,Male,Spain,sixth,seventh,fifth,650,1,1,1
1,Male,Germany,sixth,seventh,seventh,850,1,0,1
4,Male,Spain,fourth,sixth,seventh,797,1,1,0
6,Female,Germany,third,sixth,fifth,788,2,1,0
2,Male,Spain,third,sixth,fifth,699,2,1,0
8,Female,Germany,fifth,sixth,sixth,708,1,0,1
0,Female,Spain,first,sixth,fifth,499,1,1,1
7,Male,Spain,first,fourth,sixth,850,2,0,1
7,Male,Spain,first,first,fifth,553,2,1,0
2,Male,Spain,fourth,first,first,448,2,0,0
6,Male,Germany,fifth,third,fifth,632,2,0,0
7,Male,Spain,fifth,seventh,first,669,2,1,0
5,Male,Spain,sixth,first,third,654,2,1,0
1,Female,Germany,first,fourth,second,733,1,1,0
5,Female,Spain,second,first,third,529,2,1,0
7,Female,Spain,fifth,sixth,first,615,2,1,0
6,Male,Spain,third,first,sixth,644,1,0,0
10,Female,Spain,second,seventh,third,568,1,1,1
8,Female,Spain,third,first,third,598,3,0,0
10,Male,Spain,sixth,first,fifth,606,2,1,0
3,Female,Germany,sixth,seventh,third,850,1,1,0
4,Female,Spain,third,seventh,first,644,2,1,0
9,Male,Spain,first,fifth,third,683,2,0,0
7,Male,Germany,sixth,sixth,fourth,663,2,0,0
1,Female,Germany,second,fifth,fourth,682,1,1,1
7,Female,Germany,fourth,third,fifth,589,1,1,0
8,Female,Germany,third,sixth,first,620,1,1,1
6,Male,Spain,fourth,sixth,first,647,2,1,0
7,Female,Spain,second,sixth,fourth,737,2,0,1
2,Female,Germany,fourth,seventh,fourth,666,1,0,0
5,Female,Spain,sixth,first,third,667,2,1,0
3,Male,Spain,fourth,seventh,first,596,1,1,0
6,Male,Spain,fifth,first,seventh,596,2,1,0
7,Female,Germany,second,sixth,sixth,721,1,0,1
5,Female,Spain,sixth,third,seventh,603,2,1,1
4,Male,Germany,seventh,fourth,sixth,572,1,1,1
1,Female,Germany,fifth,fourth,fourth,453,1,1,1
1,Male,Germany,sixth,fifth,third,762,1,0,1
7,Male,Spain,third,fifth,second,647,2,1,0
6,Male,Spain,fifth,third,seventh,796,1,0,1
4,Male,Spain,seventh,first,seventh,489,2,1,0
9,Female,Germany,fifth,fourth,fifth,807,2,1,0
5,Male,Spain,seventh,first,third,714,2,1,0
6,Female,Germany,fourth,third,first,626,1,1,0
4,Female,Germany,third,seventh,second,850,1,0,0
2,Female,Germany,third,fourth,sixth,737,2,1,0
5,Female,Germany,fourth,fifth,fourth,730,1,1,0
3,Female,Germany,second,fourth,fourth,748,2,0,0
9,Female,Germany,seventh,seventh,fourth,753,1,1,0
1,Female,Spain,fifth,first,third,634,1,1,0
2,Male,Germany,fourth,fifth,third,699,2,1,0
1,Male,Germany,fifth,fifth,fourth,570,1,1,1
3,Male,Germany,second,sixth,second,552,1,1,1
8,Male,Spain,sixth,fifth,second,714,1,0,0
9,Male,Spain,sixth,fourth,second,503,2,1,0
6,Female,Spain,third,fifth,fifth,685,1,0,0
2,Male,Germany,third,seventh,second,724,2,0,0
2,Female,Germany,first,fifth,fourth,779,1,1,1
1,Male,Spain,sixth,first,third,638,2,1,0
5,Female,Spain,seventh,sixth,sixth,610,3,1,1
6,Female,Germany,first,third,seventh,646,1,1,1
6,Female,Spain,fourth,sixth,sixth,622,1,0,0
5,Male,Spain,fifth,first,third,614,2,1,0
8,Male,Germany,fourth,sixth,second,636,2,1,0
7,Male,Spain,third,sixth,third,691,1,0,1
5,Female,Spain,first,seventh,fourth,712,2,1,0
8,Male,Spain,third,first,fifth,573,2,0,0
1,Female,Germany,fifth,seventh,third,778,3,1,1
4,Male,Germany,first,fifth,second,550,1,0,1
8,Male,Spain,sixth,first,first,790,2,1,0
2,Female,Germany,second,fifth,fifth,665,4,1,1
5,Female,Spain,fifth,first,fifth,728,1,1,0
4,Female,Spain,third,first,first,645,2,1,0
6,Male,Germany,first,sixth,second,647,2,1,0
4,Male,Spain,fifth,first,second,596,2,0,0
9,Male,Germany,second,fourth,fourth,768,1,1,1
3,Male,Germany,third,fourth,second,666,1,0,0
4,Female,Germany,fifth,fifth,second,700,1,1,0
10,Female,Germany,third,fifth,fourth,651,2,1,0
2,Female,Spain,second,first,first,542,2,1,0
4,Female,Germany,fifth,fourth,sixth,850,2,1,0
8,Female,Germany,fourth,fifth,seventh,658,1,0,0
4,Male,Spain,fifth,fourth,second,609,1,1,0
4,Male,Spain,third,first,first,544,2,1,0
8,Male,Spain,third,seventh,third,567,1,1,0
6,Male,Spain,seventh,seventh,fourth,490,1,0,0
5,Male,Germany,second,sixth,fifth,718,2,1,0
4,Female,Germany,fourth,third,fifth,538,1,1,0
10,Female,Spain,fifth,sixth,fourth,610,2,1,0
8,Male,Germany,third,sixth,sixth,824,1,1,0
6,Female,Germany,fourth,fifth,seventh,609,1,1,1
10,Female,Spain,fifth,first,second,721,1,1,1
7,Male,Germany,seventh,fourth,fifth,563,2,1,0
2,Female,Spain,second,first,second,654,1,1,1
4,Male,Spain,fourth,first,first,659,2,1,0
4,Female,Germany,sixth,sixth,fifth,674,1,0,1
9,Male,Germany,fourth,fifth,fifth,576,1,1,1
4,Male,Germany,sixth,fifth,sixth,566,2,1,0
9,Male,Germany,fourth,fourth,fourth,545,2,0,0
2,Male,Germany,third,fifth,second,500,2,1,0
8,Female,Germany,sixth,fifth,first,595,1,1,0
1,Male,Spain,fifth,fourth,fifth,670,1,0,0
2,Female,Spain,fifth,first,seventh,814,2,0,0
9,Male,Germany,second,fifth,third,580,1,0,0
0,Male,Spain,fifth,first,third,676,2,0,0
8,Female,Germany,fifth,sixth,sixth,711,1,0,0
1,Female,Spain,sixth,fifth,second,760,2,0,0
0,Female,Germany,third,fourth,sixth,630,3,0,1
10,Female,Germany,sixth,fourth,third,611,1,1,0
6,Male,Spain,first,first,first,601,2,1,0
4,Female,Spain,second,first,third,507,2,1,0
9,Female,Germany,fifth,sixth,seventh,584,2,0,0
10,Female,Germany,fifth,fourth,fifth,705,1,1,1
9,Male,Spain,second,fifth,seventh,636,1,1,0
8,Female,Spain,sixth,first,third,719,1,1,0
6,Male,Spain,fifth,third,second,706,2,0,1
3,Male,Spain,fourth,first,fifth,731,2,1,0
3,Male,Spain,third,first,sixth,738,3,1,1
0,Female,Spain,fourth,fourth,third,622,2,1,1
2,Female,Spain,fourth,first,second,701,2,1,0
1,Male,Germany,third,fourth,fourth,598,1,1,1
4,Male,Spain,sixth,third,third,574,1,1,1
4,Female,Spain,first,first,sixth,422,2,1,0
8,Male,Spain,fifth,fifth,first,656,1,1,0
8,Male,Germany,fourth,seventh,fourth,586,2,0,0
8,Female,Spain,second,first,fourth,481,2,1,0
5,Male,Germany,first,third,sixth,561,1,1,0
4,Male,Spain,fourth,first,first,676,1,0,0
3,Male,Germany,sixth,third,fifth,615,1,1,0
9,Male,Germany,fourth,seventh,fifth,708,2,1,0
10,Female,Germany,third,third,second,797,1,0,0
9,Female,Spain,fourth,first,fourth,694,2,0,0
10,Male,Spain,seventh,first,fifth,828,1,1,0
7,Female,Spain,third,fourth,fourth,594,1,1,0
1,Male,Spain,second,first,second,579,2,1,0
8,Female,Germany,seventh,sixth,fifth,619,3,1,1
1,Female,Spain,sixth,seventh,second,794,1,0,0
3,Male,Germany,third,third,fifth,674,1,1,0
10,Male,Germany,first,sixth,fourth,599,2,1,0
1,Male,Spain,third,fifth,second,683,1,1,0
4,Female,Spain,first,first,first,608,2,1,1
6,Male,Spain,third,first,fourth,718,2,0,0
3,Female,Germany,sixth,fifth,second,680,3,1,0
5,Female,Spain,third,first,fifth,838,2,1,0
5,Female,Spain,first,first,second,695,2,0,0
7,Male,Spain,fourth,first,fourth,751,2,0,0
5,Male,Spain,second,sixth,first,678,1,1,0
6,Male,Spain,fifth,seventh,fourth,590,1,1,0
3,Male,Germany,sixth,seventh,first,598,1,1,0
3,Female,Germany,first,fifth,sixth,822,2,1,0
3,Female,Spain,seventh,first,fourth,670,1,1,0
3,Female,Germany,fifth,fourth,seventh,723,1,0,1
8,Male,Germany,second,seventh,fifth,705,2,1,0
7,Male,Spain,third,fourth,fourth,677,1,1,0
0,Female,Germany,seventh,fourth,sixth,661,1,0,1
9,Male,Germany,fifth,third,fourth,501,2,0,0
8,Female,Germany,fourth,seventh,seventh,517,2,1,1
3,Female,Germany,second,fifth,first,520,2,1,0
2,Female,Germany,seventh,seventh,third,790,1,1,0
4,Female,Spain,fourth,first,second,722,2,1,0
9,Male,Germany,seventh,sixth,fourth,660,2,1,0
10,Male,Spain,sixth,sixth,second,566,1,1,0
5,Female,Spain,third,first,second,610,2,0,0
8,Male,Germany,third,seventh,fifth,750,2,1,0
5,Male,Germany,second,third,sixth,431,2,0,0
5,Female,Spain,third,fifth,second,535,1,0,1
8,Male,Germany,third,fifth,sixth,492,2,1,0
3,Female,Spain,third,first,sixth,706,3,0,1
5,Male,Spain,third,first,third,458,2,1,0
2,Male,Germany,fourth,fifth,fifth,612,1,1,1
10,Male,Germany,fourth,fifth,sixth,809,1,1,1
0,Male,Spain,first,fifth,fourth,540,1,1,0
6,Male,Germany,second,sixth,seventh,526,2,1,0
7,Male,Spain,seventh,first,fourth,631,2,1,0
2,Female,Spain,third,fifth,fourth,750,1,0,0
5,Male,Spain,third,seventh,fourth,640,1,1,0
9,Male,Spain,fifth,third,second,647,1,1,0
7,Male,Spain,first,first,first,808,2,0,0
8,Male,Spain,sixth,first,first,700,2,0,0
4,Male,Germany,sixth,fifth,first,660,1,0,0
1,Male,Spain,second,fifth,fifth,615,1,1,0
3,Female,Germany,fourth,third,fourth,705,1,1,0
4,Male,Germany,third,sixth,sixth,713,1,1,1
1,Male,Spain,fifth,fifth,second,569,1,0,0
5,Male,Germany,first,fourth,seventh,634,1,1,0
5,Female,Germany,sixth,sixth,sixth,770,2,0,0
4,Female,Spain,fourth,fifth,seventh,676,1,1,0
10,Female,Germany,fourth,third,sixth,723,2,0,1
8,Female,Germany,fifth,fifth,fourth,614,1,1,1
3,Female,Spain,second,first,fifth,601,2,1,0
9,Female,Spain,second,first,third,605,2,0,0
4,Female,Spain,second,sixth,second,752,2,1,0
2,Female,Germany,second,fifth,sixth,608,2,1,0
9,Female,Spain,fourth,first,third,786,2,1,0
5,Male,Spain,first,first,second,667,2,1,0
5,Male,Spain,third,fifth,third,848,2,1,0
1,Female,Spain,sixth,third,seventh,598,1,1,0
9,Male,Germany,fourth,seventh,sixth,612,1,1,1
2,Male,Spain,fourth,first,sixth,692,2,1,0
1,Male,Germany,fourth,third,seventh,666,2,1,0
1,Male,Germany,second,fifth,second,757,1,1,0
9,Male,Germany,first,third,first,684,1,0,0
6,Male,Spain,sixth,first,third,691,2,0,0
8,Male,Germany,seventh,sixth,fifth,638,1,1,1
2,Female,Spain,fourth,third,second,820,1,1,0
1,Female,Germany,fourth,sixth,seventh,694,1,0,1
6,Male,Germany,seventh,sixth,fifth,543,1,1,1
5,Male,Spain,fourth,first,fifth,724,1,0,0
8,Female,Spain,second,first,sixth,665,1,1,1
3,Male,Spain,second,fifth,first,579,1,1,0
7,Male,Germany,third,fifth,third,777,1,1,0
9,Female,Germany,second,fifth,third,842,1,1,1
6,Female,Spain,first,first,fourth,750,2,0,0
3,Female,Spain,fourth,fourth,fourth,490,1,1,0
10,Male,Germany,second,fifth,first,605,1,1,0
6,Female,Spain,sixth,fourth,fifth,563,2,1,1
7,Female,Spain,sixth,fifth,third,621,1,1,0
1,Female,Germany,fourth,sixth,seventh,549,2,0,1
6,Male,Germany,sixth,fourth,third,764,2,1,1
3,Male,Germany,second,fifth,second,627,2,1,0
1,Female,Spain,third,third,third,614,1,1,0
2,Female,Germany,fifth,fifth,fifth,685,1,1,1
7,Female,Germany,fifth,fourth,sixth,683,2,0,0
2,Male,Spain,third,first,third,643,2,0,0
1,Female,Germany,fifth,fourth,sixth,561,1,1,1
9,Female,Spain,third,fifth,first,601,2,1,0
1,Male,Germany,sixth,seventh,first,850,1,1,0
4,Female,Germany,first,sixth,sixth,792,1,1,1
7,Male,Germany,third,sixth,seventh,636,1,0,1
5,Male,Germany,first,sixth,fifth,850,2,0,0
10,Male,Spain,fourth,first,fourth,628,2,1,0
2,Female,Spain,first,first,first,583,2,0,0
10,Female,Germany,first,third,second,749,1,0,0
10,Female,Spain,fifth,third,second,586,2,1,0
2,Male,Spain,seventh,fifth,seventh,551,2,1,0
3,Male,Germany,second,fourth,fourth,606,1,0,0
6,Female,Germany,fourth,seventh,second,584,1,1,0
7,Male,Germany,sixth,third,fifth,458,1,1,0
5,Male,Germany,second,seventh,second,502,2,1,0
5,Male,Germany,second,fourth,sixth,660,2,1,0
1,Female,Germany,sixth,fourth,sixth,698,1,1,1
9,Male,Spain,fourth,fourth,seventh,773,1,1,0
8,Female,Germany,first,fifth,sixth,619,1,0,0
9,Male,Germany,first,fifth,seventh,684,1,0,0
3,Male,Germany,second,fourth,third,608,1,1,0
7,Female,Germany,fifth,fifth,seventh,603,2,1,1
2,Male,Spain,seventh,sixth,fifth,579,1,1,1
2,Female,Germany,seventh,sixth,third,756,1,0,0
8,Male,Germany,second,sixth,first,532,1,0,0
3,Female,Germany,third,third,seventh,684,1,1,1
3,Female,Germany,third,seventh,second,647,2,0,0
2,Male,Germany,sixth,sixth,fifth,774,2,1,0
8,Male,Germany,second,sixth,first,542,1,0,0
0,Male,Spain,fifth,first,first,613,2,0,0
2,Male,Germany,seventh,sixth,sixth,581,2,1,1
4,Female,Germany,second,fourth,first,594,2,1,1
2,Female,Germany,first,fifth,sixth,648,1,1,1
3,Male,Spain,seventh,third,sixth,573,1,0,1
6,Male,Spain,sixth,third,second,624,1,0,0
2,Male,Spain,sixth,first,sixth,850,1,1,1
8,Female,Germany,fifth,sixth,second,569,1,1,0
4,Female,Germany,second,fifth,sixth,537,2,1,0
7,Female,Germany,fifth,fourth,sixth,706,1,1,1
5,Female,Germany,seventh,fourth,third,586,1,1,1
0,Female,Spain,first,sixth,first,643,1,1,0
7,Male,Germany,second,seventh,fifth,643,1,1,0
6,Male,Germany,second,fourth,seventh,758,1,1,1
3,Male,Germany,first,fifth,fourth,743,1,0,0
7,Male,Spain,first,first,sixth,746,2,0,0
8,Female,Germany,seventh,seventh,seventh,666,2,1,0
7,Female,Germany,third,sixth,second,580,2,0,0
3,Female,Germany,first,third,first,766,2,1,0
1,Male,Spain,fourth,sixth,first,607,2,1,0
5,Male,Germany,third,seventh,third,644,3,1,0
2,Male,Spain,first,first,second,588,2,1,0
9,Male,Spain,first,first,second,691,2,0,0
3,Female,Spain,sixth,first,sixth,640,1,1,0
4,Female,Germany,first,third,first,611,2,1,0
8,Female,Spain,third,fourth,sixth,651,1,1,1
10,Female,Germany,fifth,fourth,sixth,639,2,1,0
5,Male,Germany,fourth,fifth,second,641,1,1,0
2,Female,Spain,seventh,third,fifth,494,2,1,1
9,Male,Spain,second,first,sixth,774,2,1,0
1,Female,Germany,first,fifth,sixth,850,1,0,1
2,Female,Germany,third,seventh,second,716,2,0,0
9,Male,Germany,fourth,sixth,seventh,600,2,1,0
2,Male,Germany,seventh,fourth,sixth,678,2,0,0
5,Female,Spain,first,first,second,648,2,1,0
1,Male,Germany,third,fifth,seventh,706,2,1,1
10,Male,Spain,fourth,fourth,fifth,668,1,1,0
1,Male,Spain,sixth,first,fifth,635,2,1,0
6,Male,Spain,first,sixth,second,603,2,1,0
1,Female,Spain,second,first,sixth,785,2,1,1
3,Female,Germany,fourth,seventh,first,628,2,1,0
10,Male,Spain,sixth,first,third,567,2,0,0
0,Male,Spain,sixth,seventh,second,449,1,1,0
10,Male,Spain,third,seventh,third,701,2,1,0
3,Male,Spain,first,seventh,fourth,613,1,0,0
2,Female,Germany,third,third,fourth,683,2,1,0
6,Male,Spain,third,fifth,first,561,1,1,0
1,Male,Germany,first,sixth,first,558,2,1,0
6,Male,Germany,seventh,sixth,first,805,2,1,0
1,Male,Spain,seventh,first,seventh,695,3,1,1
9,Male,Germany,first,fifth,fourth,613,2,0,0
8,Male,Spain,sixth,fourth,second,593,1,1,0
7,Female,Spain,fourth,first,third,588,2,1,0
6,Male,Spain,first,first,fourth,679,2,1,0
5,Male,Spain,sixth,fifth,fourth,730,1,1,0
7,Female,Spain,sixth,first,second,586,2,1,0
5,Female,Spain,sixth,third,sixth,567,2,1,1
1,Male,Germany,fourth,fifth,second,637,1,1,1
7,Male,Spain,seventh,first,fourth,500,2,0,0
6,Male,Spain,fifth,sixth,second,629,1,1,0
6,Male,Spain,third,first,second,582,2,0,0
6,Female,Spain,fourth,fourth,first,781,1,0,0
