,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
6643,717,Spain,Female,34,1,0.0,2,1,0,119313.74
6644,556,Germany,Male,33,3,124213.36,2,1,0,62627.55
6646,685,Spain,Female,42,2,0.0,2,0,0,199992.48
6649,605,Spain,Male,47,7,142643.54,1,1,0,189310.27
6650,758,Germany,Male,41,10,79857.64,1,1,1,78088.17
6653,608,Germany,Male,23,8,197715.93,2,1,1,116124.28
6656,683,Germany,Female,35,1,132371.3,2,0,0,186123.57
6657,660,Spain,Male,33,4,0.0,1,1,0,29664.45
6659,668,Germany,Male,39,4,79896.0,1,1,0,38466.39
6663,850,Germany,Male,31,4,146587.3,1,1,1,89874.82
6665,506,Spain,Male,32,8,0.0,2,0,1,182692.8
6666,588,Spain,Male,32,3,109109.33,1,0,1,4993.94
6667,622,Spain,Female,26,8,0.0,2,1,1,124964.82
6670,758,Spain,Female,43,10,0.0,2,1,1,55313.44
6672,827,Spain,Female,35,0,0.0,2,0,1,184514.01
6675,654,Spain,Female,36,5,0.0,2,0,0,157238.05
6676,619,Spain,Male,52,8,0.0,2,1,1,123242.11
6677,642,Spain,Male,26,8,144238.7,1,1,1,184399.76
6678,472,Spain,Female,32,1,159397.75,1,0,1,57323.18
6679,470,Spain,Male,30,4,125385.01,1,1,0,68293.93
6682,640,Spain,Male,29,5,197200.04,2,1,0,141453.62
6683,454,Spain,Female,48,5,144837.79,1,1,1,93151.77
6686,621,Spain,Male,50,3,163085.79,1,0,1,131048.36
6687,795,Germany,Male,38,7,125903.22,2,1,1,127068.92
6689,630,Spain,Male,41,7,107511.52,1,0,1,46156.87
6690,573,Germany,Male,30,8,127406.5,1,1,0,192950.6
6691,561,Spain,Male,24,8,143656.55,1,0,1,180932.46
6694,651,Germany,Male,37,9,114453.58,1,0,1,175820.91
6700,787,Spain,Male,39,10,108935.39,1,1,1,101168.3
6702,661,Germany,Male,37,7,109908.06,2,1,0,115037.67
6703,681,Germany,Male,49,8,142946.18,1,0,0,187280.51
6704,436,Germany,Male,45,3,104339.11,2,1,1,183540.22
6707,607,Germany,Female,39,8,105103.33,1,1,0,104721.5
6709,850,Germany,Female,66,0,127120.62,1,0,1,118929.64
6711,666,Germany,Female,36,3,129118.5,2,0,0,139435.12
6715,808,Spain,Female,67,10,124577.15,1,0,1,169894.4
6716,515,Spain,Male,29,4,151012.55,2,1,0,9770.97
6717,663,Spain,Female,58,5,216109.88,1,0,1,74176.71
6721,824,Germany,Male,77,3,27517.15,2,0,1,2746.41
6723,699,Germany,Female,51,2,92246.14,2,0,1,91346.03
6725,603,Germany,Female,40,8,148897.02,1,0,0,105052.9
6726,628,Spain,Male,50,8,0.0,1,0,0,144366.83
6728,804,Germany,Female,33,10,138335.96,1,1,1,80483.76
6729,454,Germany,Female,50,10,92895.56,1,1,0,154344.0
6730,631,Spain,Male,46,9,160736.63,1,0,1,93503.02
6737,715,Spain,Male,38,2,96798.79,2,1,1,4554.67
6738,573,Germany,Male,35,9,134498.54,2,1,1,119924.8
6740,670,Germany,Female,40,2,147171.2,1,0,1,69850.04
6741,613,Spain,Male,44,9,100524.69,1,1,1,47298.95
6743,555,Germany,Female,51,9,138214.5,1,1,0,198715.27
6745,552,Spain,Male,55,3,0.0,1,1,1,40333.94
6746,640,Spain,Male,39,3,0.0,1,1,1,105997.25
6749,684,Spain,Female,24,9,79263.9,1,0,1,196574.48
6752,624,Spain,Male,38,7,123906.55,1,1,0,135096.78
6753,661,Spain,Male,38,7,143006.7,1,1,1,15650.89
6754,627,Spain,Female,28,3,157597.61,1,0,1,34097.22
6755,812,Spain,Male,38,3,127117.8,2,1,1,174822.74
6757,717,Spain,Male,36,2,102989.83,2,0,1,49185.57
6758,693,Spain,Male,28,1,145118.83,1,0,1,77742.38
6766,638,Germany,Female,33,5,129335.65,1,1,1,56585.2
6767,608,Spain,Male,48,7,75801.74,1,1,0,125762.95
6768,599,Spain,Male,42,6,0.0,2,1,0,113868.4
6771,747,Germany,Male,29,7,117726.33,1,1,1,175398.34
6776,621,Spain,Female,43,8,0.0,1,0,0,102806.6
6778,679,Germany,Female,50,6,132598.38,2,1,1,184017.98
6784,728,Germany,Female,32,9,127772.1,2,1,1,152643.48
6785,621,Spain,Male,41,5,104631.67,1,1,1,95551.22
6788,825,Germany,Male,37,6,118050.79,1,0,1,52301.15
6790,487,Spain,Female,40,6,136093.74,1,0,1,193408.43
6791,600,Germany,Female,39,7,88477.36,2,1,0,58632.37
6792,606,Spain,Male,34,3,161572.24,1,0,1,191076.22
6793,623,Germany,Male,50,7,126608.37,1,0,1,645.61
6795,577,Spain,Male,48,6,179852.26,1,1,0,193580.32
6797,693,Germany,Male,46,2,104763.41,1,1,1,62368.33
6801,637,Spain,Male,43,8,0.0,1,1,0,12156.93
6808,709,Germany,Male,30,9,115479.48,2,1,1,134732.99
6810,546,Germany,Female,42,9,86351.85,2,1,0,57380.13
6812,576,Germany,Male,63,3,148843.56,1,1,0,69414.13
6813,481,Germany,Male,44,3,163714.52,1,1,0,96123.72
6815,606,Spain,Male,36,0,94153.56,1,0,1,120138.27
6819,568,Spain,Male,39,5,0.0,2,1,1,129569.92
6822,669,Germany,Male,47,0,63723.78,2,1,1,181928.25
6823,581,Spain,Female,24,10,159203.71,1,1,1,102517.83
6825,529,Spain,Female,44,1,0.0,2,0,0,14161.3
6828,707,Germany,Male,34,9,162691.16,2,1,0,94912.78
6831,469,Germany,Female,52,8,139493.25,3,0,0,150093.32
6832,594,Germany,Female,21,2,87096.82,2,1,0,168186.11
6836,715,Spain,Male,42,6,0.0,2,1,1,128745.69
6839,724,Germany,Male,36,6,94615.11,2,1,1,10627.21
6841,714,Germany,Male,26,3,119545.48,2,1,0,65482.94
6845,465,Germany,Male,24,5,117154.9,1,1,1,127744.02
6846,689,Spain,Female,40,5,154251.67,1,0,1,118319.5
6851,527,Germany,Female,39,9,96748.89,2,1,0,94711.43
6854,738,Spain,Male,36,5,0.0,2,1,1,96881.32
6857,546,Germany,Female,52,1,106074.89,1,1,1,23548.45
6858,576,Germany,Male,46,4,137367.94,1,1,1,33450.11
6860,727,Germany,Male,45,6,114422.85,2,1,1,104678.78
6861,605,Spain,Male,41,5,103154.66,1,0,0,143203.78
6863,564,Spain,Female,24,6,149592.14,1,1,1,153771.8
6864,593,Germany,Female,48,3,133903.12,2,1,1,85902.39
6865,736,Germany,Female,26,0,84587.9,1,0,1,188037.76
6866,675,Spain,Male,32,8,197436.82,1,1,1,52710.7
6867,656,Spain,Female,32,1,104254.27,1,1,1,17034.37
6869,685,Spain,Female,30,2,0.0,3,1,1,172576.43
6870,850,Germany,Female,36,0,136980.23,2,1,1,99019.65
6871,636,Germany,Female,48,3,120568.41,1,1,0,190160.04
6877,614,Spain,Female,37,9,0.0,2,1,1,62023.1
6881,631,Spain,Male,29,3,0.0,2,1,1,197963.46
6886,733,Germany,Male,45,2,113939.36,2,1,0,3218.71
6891,754,Germany,Female,48,7,141819.02,1,1,0,93550.53
6894,690,Spain,Male,26,8,116318.23,1,1,1,83253.05
6895,610,Germany,Male,49,6,113882.33,1,1,0,195813.81
6898,575,Spain,Male,41,2,100062.39,1,0,0,126307.25
6900,674,Spain,Female,41,4,126605.14,1,1,1,166694.93
6902,457,Spain,Male,44,7,0.0,2,0,0,185992.36
6903,584,Germany,Female,41,3,88594.93,1,1,0,178997.89
6904,744,Germany,Male,29,6,123737.04,2,1,0,141558.04
6906,688,Spain,Female,46,3,0.0,2,0,1,104902.68
6908,733,Spain,Female,38,5,0.0,2,1,1,1271.51
6909,666,Spain,Male,43,5,0.0,2,1,0,29346.1
6910,511,Spain,Female,40,1,0.0,1,1,1,184118.73
6911,705,Germany,Female,54,3,125889.3,3,1,0,96013.5
6915,658,Germany,Male,31,2,77082.65,2,0,0,13482.28
6917,649,Germany,Female,41,4,115897.73,1,1,0,143544.48
6918,597,Spain,Male,24,0,108058.07,2,1,1,187826.11
6921,679,Spain,Female,39,7,91187.9,1,0,1,6075.36
6924,668,Spain,Male,43,1,147167.25,1,0,0,141679.73
6925,659,Germany,Male,29,9,82916.48,1,1,1,84133.48
6929,628,Germany,Male,39,1,115341.19,1,1,1,107674.3
6933,708,Spain,Male,46,7,68799.72,1,1,1,39704.14
6934,550,Spain,Male,39,2,116120.19,2,1,1,195638.13
6941,501,Germany,Male,25,6,104013.79,1,1,0,114774.35
6942,431,Germany,Male,42,8,120822.86,2,1,0,126153.24
6943,719,Spain,Male,40,4,128389.12,1,1,1,176091.31
6944,850,Germany,Male,36,7,102800.72,1,1,1,87352.43
6945,554,Germany,Female,31,6,135470.9,1,1,0,107074.81
6947,715,Spain,Male,31,7,0.0,1,1,1,149970.59
6948,750,Spain,Female,33,3,161801.47,1,0,1,153288.97
6949,766,Germany,Male,37,2,99660.13,2,0,1,147700.78
6950,652,Spain,Female,38,6,123081.84,2,1,1,188657.97
6953,574,Germany,Male,35,5,163856.76,1,1,1,15118.2
6955,738,Spain,Male,35,8,127290.61,1,1,0,16081.62
6958,679,Spain,Male,33,4,96110.22,1,1,0,1173.23
6959,617,Spain,Female,46,3,106521.49,1,0,1,86587.37
6962,677,Germany,Female,26,3,102395.79,1,1,0,119368.99
6963,613,Spain,Male,39,8,118201.41,1,1,0,23315.59
6965,584,Spain,Female,30,5,0.0,2,1,1,185201.58
6968,510,Germany,Female,50,7,123936.54,1,1,1,23768.01
6969,619,Spain,Female,38,6,0.0,2,1,1,117616.29
6970,696,Germany,Female,66,7,119499.42,2,1,1,174027.3
6973,659,Germany,Male,39,8,106259.63,2,1,1,198103.32
6975,556,Spain,Male,38,2,115463.16,1,1,0,150679.65
6976,701,Spain,Female,39,9,0.0,2,1,1,110043.88
6977,587,Spain,Male,42,5,120233.83,1,1,0,194890.33
6980,644,Germany,Female,34,10,122196.99,2,1,1,182099.71
6981,572,Germany,Male,39,4,112290.22,1,1,0,49373.97
6986,627,Spain,Male,48,1,132759.8,1,1,0,78899.22
6991,518,Germany,Male,29,9,125961.74,2,1,0,160303.08
6996,623,Spain,Female,50,2,87116.71,1,1,1,104382.11
6998,666,Spain,Female,47,5,0.0,1,0,0,166650.9
7001,681,Germany,Male,48,5,139714.4,2,0,0,73066.72
7002,564,Germany,Female,32,10,139875.2,2,1,0,15378.23
7003,646,Germany,Female,44,2,113063.83,1,0,0,53072.49
7008,635,Germany,Female,65,5,117325.54,1,1,0,155799.86
7012,850,Spain,Male,44,8,0.0,2,1,1,183617.32
7014,463,Spain,Female,35,2,0.0,2,1,1,1950.93
7016,741,Spain,Male,50,1,78737.61,1,1,1,13018.96
7017,646,Spain,Male,25,5,182876.88,2,1,1,42537.59
7018,805,Germany,Male,50,9,130023.38,1,1,0,62989.82
7023,524,Germany,Male,29,9,144287.6,2,1,0,32063.3
7024,624,Germany,Female,45,5,151855.33,1,1,0,68794.15
7025,569,Spain,Female,51,3,0.0,3,1,0,75084.96
7027,464,Germany,Male,37,4,155994.15,1,0,0,143665.44
7028,718,Germany,Male,26,7,147527.03,1,0,0,51099.56
7031,478,Spain,Male,48,0,83287.05,2,0,1,44147.95
7032,615,Spain,Male,41,4,0.0,1,0,1,149278.96
7033,651,Spain,Male,45,4,0.0,2,0,0,193009.21
7034,465,Germany,Male,53,1,117438.17,1,0,0,74898.8
7036,540,Germany,Male,37,3,129965.18,1,0,0,19374.08
7037,568,Germany,Male,46,8,150836.92,1,0,0,64516.8
7039,523,Germany,Male,60,1,163894.35,1,0,1,57061.71
7043,595,Germany,Male,34,2,87967.42,2,0,1,156309.52
7046,589,Germany,Female,20,2,121093.29,2,1,0,3529.72
7047,785,Spain,Female,31,2,121691.54,2,0,0,81778.72
7048,563,Spain,Male,57,6,0.0,2,1,1,39297.48
7051,643,Spain,Male,43,1,0.0,2,1,1,145764.4
7053,755,Germany,Male,43,6,165048.5,3,1,0,16929.41
7054,769,Spain,Male,38,6,0.0,2,0,0,104393.78
7057,818,Germany,Female,72,8,135290.42,2,1,1,63729.72
7059,669,Germany,Female,35,4,108269.2,2,1,0,174969.92
7061,603,Germany,Female,35,9,145623.36,1,1,0,163181.62
7063,580,Germany,Male,76,2,130334.84,2,1,1,51672.08
7065,527,Spain,Male,53,8,0.0,1,1,1,51711.57
7066,729,Spain,Female,42,1,0.0,2,1,1,149535.97
7068,699,Germany,Female,54,3,111009.32,1,1,1,155905.79
7071,698,Spain,Female,63,5,0.0,1,1,1,173576.71
7074,682,Germany,Male,36,5,72373.62,2,1,0,36895.99
7077,649,Germany,Male,24,7,101195.23,1,0,0,133091.32
7079,595,Germany,Male,30,9,130682.11,2,1,1,57862.88
7080,628,Germany,Female,51,10,115280.49,2,0,0,12628.61
7083,665,Spain,Female,32,10,0.0,1,1,1,22487.45
7084,805,Germany,Male,56,6,151802.29,1,1,0,46791.09
7087,675,Spain,Female,35,8,155621.08,1,0,1,35177.31
7089,635,Spain,Female,48,2,0.0,2,1,1,136551.25
7091,600,Germany,Male,53,7,106261.63,1,1,0,93629.66
7092,758,Spain,Male,40,3,0.0,2,0,0,96097.65
7093,606,Germany,Female,41,4,132670.53,1,1,0,156476.36
7095,753,Germany,Female,38,1,117314.92,1,1,0,122021.33
7096,559,Spain,Male,38,3,145874.35,1,1,0,56311.39
7097,754,Spain,Female,50,7,146777.44,2,0,1,150685.52
7098,621,Germany,Male,51,4,109978.83,1,0,0,177740.58
7100,650,Spain,Male,24,8,108881.73,1,1,0,104492.83
7101,831,Spain,Female,44,10,0.0,1,0,1,47729.33
7103,552,Germany,Female,42,8,103362.14,1,0,1,186869.58
7104,577,Spain,Male,41,4,89015.61,1,0,1,135227.23
7105,576,Spain,Male,45,5,133618.01,1,0,0,135244.87
7107,711,Germany,Female,45,1,97486.15,2,1,0,50610.62
7108,806,Spain,Female,37,2,137794.18,2,0,1,75232.02
7110,679,Spain,Female,28,9,0.0,2,0,1,61761.77
7111,850,Spain,Female,39,6,0.0,2,1,0,103921.43
7112,670,Germany,Female,35,2,79585.96,1,0,1,198802.9
7116,588,Germany,Male,49,6,132623.76,3,1,0,36292.94
7117,564,Spain,Male,31,5,121461.87,1,1,1,20432.09
7120,796,Spain,Female,23,3,146584.19,2,0,0,125445.8
7122,527,Spain,Female,46,10,131414.76,1,1,0,54947.51
7124,596,Germany,Male,34,4,99441.21,2,0,1,4802.27
7128,553,Spain,Male,38,1,181110.13,2,1,0,184544.59
7129,850,Spain,Male,33,3,100476.46,2,1,1,136539.13
7130,599,Germany,Male,33,2,51949.95,2,1,0,85045.92
7132,707,Spain,Male,48,8,88441.64,1,1,1,119903.2
7135,681,Spain,Female,57,2,173306.13,1,0,1,131964.66
7137,630,Germany,Female,28,8,106425.75,1,1,1,20344.84
7138,430,Germany,Female,66,6,135392.31,2,1,1,172852.06
7140,703,Spain,Male,39,6,152685.4,1,0,0,183656.12
7141,755,Germany,Female,38,1,82083.52,1,0,1,10333.78
7142,612,Spain,Female,63,2,131629.17,2,1,0,122109.58
7144,554,Germany,Female,55,0,108477.27,1,0,1,140003.0
7147,724,Spain,Male,36,1,0.0,2,1,0,52462.25
7148,770,Spain,Male,30,8,0.0,2,0,1,50839.85
7153,574,Spain,Male,36,3,0.0,2,1,1,8559.66
7155,515,Germany,Male,45,7,120961.5,3,1,1,39288.11
7156,632,Germany,Male,65,6,129472.33,1,1,1,85179.48
7158,434,Germany,Male,55,8,109339.17,2,1,0,96405.88
7160,640,Germany,Male,23,3,72012.76,1,1,0,161333.13
7162,607,Spain,Male,34,9,132439.99,1,1,0,177747.72
7164,780,Germany,Male,34,5,94108.54,2,1,0,177235.21
7165,616,Germany,Female,28,10,105173.99,1,0,1,29835.37
7166,618,Spain,Female,40,8,0.0,2,1,0,80204.38
7171,637,Germany,Male,30,6,122641.56,2,1,0,65618.01
7173,744,Spain,Female,30,1,124037.28,1,1,1,142210.94
7176,495,Germany,Male,39,8,120252.02,2,1,1,10160.23
7177,559,Germany,Female,28,3,152264.81,1,0,0,64242.31
7182,692,Germany,Male,49,6,110540.43,2,0,1,107472.99
7183,703,Spain,Male,36,7,135095.47,1,1,0,143859.66
7184,720,Germany,Male,23,0,187861.18,2,1,1,104120.17
7185,777,Germany,Male,44,3,124655.59,2,0,1,79792.3
7190,597,Germany,Male,52,8,83693.34,2,1,1,161083.53
7193,621,Germany,Female,34,2,91258.52,2,1,0,44857.4
7199,649,Spain,Female,32,7,0.0,1,1,0,28797.32
7201,689,Germany,Female,30,5,136650.89,1,1,1,41865.72
7202,573,Spain,Female,72,8,98765.84,1,1,1,96015.53
7204,686,Spain,Male,39,10,136258.06,1,0,0,89199.51
7206,753,Germany,Female,47,1,131160.85,1,1,0,197444.69
7207,520,Spain,Female,30,4,145222.99,2,0,0,145160.96
7208,547,Germany,Male,25,4,98141.57,2,1,1,52309.8
7210,648,Spain,Female,28,9,102282.61,1,1,1,157891.11
7213,484,Germany,Female,55,8,149349.58,3,0,0,137519.92
7215,548,Germany,Male,32,2,98986.28,1,1,1,55867.38
7220,718,Spain,Male,40,9,0.0,2,0,0,121537.91
7222,744,Spain,Male,39,4,95161.75,1,1,0,19409.77
7223,799,Germany,Male,31,9,154586.92,1,0,1,88604.89
7224,751,Spain,Female,34,8,127095.14,2,0,0,479.54
7225,781,Germany,Male,35,7,92526.15,2,1,1,173837.54
7226,777,Germany,Female,46,0,107362.8,1,1,0,487.3
7227,704,Spain,Female,24,2,0.0,1,1,0,35600.25
7232,679,Germany,Female,30,4,77949.69,1,1,1,121151.46
7234,512,Spain,Female,35,5,124580.69,1,1,1,18785.48
7236,424,Spain,Male,34,7,0.0,1,1,1,16250.61
7238,697,Spain,Male,62,7,0.0,1,1,0,129188.18
7239,580,Germany,Male,45,8,103741.14,1,1,0,47428.73
7242,664,Spain,Male,44,7,77526.66,3,0,0,57338.56
7245,702,Germany,Female,36,2,105264.88,2,1,1,52909.87
7247,582,Germany,Female,40,3,110150.43,1,1,1,191757.65
7248,605,Spain,Female,57,2,0.0,3,1,0,66652.75
7250,604,Spain,Female,28,6,0.0,2,1,1,69056.26
7251,724,Germany,Male,31,9,138166.3,1,1,0,12920.43
7252,567,Germany,Male,40,7,122265.24,1,1,0,138552.74
7253,779,Spain,Female,55,0,133295.98,1,1,0,22832.71
7256,821,Germany,Female,31,2,68927.57,1,1,1,25445.0
7258,600,Germany,Female,58,8,118723.11,1,0,0,6209.51
7259,625,Spain,Male,32,7,106957.28,1,1,1,134794.02
7262,641,Spain,Female,40,4,101090.27,1,1,1,51703.09
7264,434,Spain,Male,33,3,0.0,1,1,1,2739.71
7266,762,Spain,Female,60,10,168920.75,1,1,0,31445.03
7267,507,Germany,Male,31,9,111589.67,1,1,0,150037.19
7268,606,Germany,Female,27,6,172310.33,1,0,1,111448.92
7269,655,Germany,Male,34,7,118028.35,1,1,0,51226.32
7270,697,Germany,Male,51,1,147910.3,1,1,1,53581.14
7271,504,Germany,Male,42,7,131287.36,2,1,1,149697.78
7273,660,Spain,Male,38,6,109869.32,1,1,1,154641.91
7277,756,Germany,Male,32,0,109528.16,2,1,1,56176.31
7279,486,Germany,Male,37,1,101438.0,1,0,0,51364.56
7282,581,Spain,Female,44,7,189318.16,2,1,0,45026.23
7284,667,Spain,Male,35,4,97585.32,2,0,0,57213.46
7287,644,Spain,Male,32,3,136659.74,1,1,1,14187.78
7289,627,Spain,Female,35,7,0.0,1,1,0,187718.26
7291,599,Spain,Male,33,4,51690.89,1,1,0,111622.76
7292,744,Spain,Male,34,3,0.0,2,1,0,27244.35
7294,653,Germany,Male,31,2,154741.45,2,0,0,25183.01
7295,648,Germany,Male,31,7,125681.51,1,0,1,129980.93
7296,663,Germany,Female,37,8,155303.71,1,1,0,118716.63
7297,613,Germany,Female,43,4,140681.68,1,0,1,20134.07
7300,669,Germany,Male,45,1,123949.75,1,0,0,110881.56
7301,767,Germany,Female,33,1,144753.21,1,1,1,132480.75
7304,679,Germany,Male,58,8,125850.53,2,1,1,87008.17
7308,663,Spain,Female,53,6,150200.23,1,0,1,151317.27
7309,547,Spain,Female,22,7,141287.15,1,1,0,118142.79
7315,502,Germany,Female,33,6,125241.17,2,1,1,158736.07
7316,793,Germany,Male,54,2,128966.13,1,0,0,18633.4
7317,727,Germany,Male,59,5,152581.06,1,1,0,71830.1
7318,632,Spain,Female,32,1,0.0,2,1,0,19525.65
7319,474,Germany,Female,37,5,142688.57,2,1,1,110953.33
7320,850,Germany,Female,31,1,130089.56,2,1,1,4466.21
7323,742,Spain,Male,24,8,0.0,2,1,0,4070.28
7325,761,Spain,Female,34,2,0.0,2,1,0,61251.25
7327,650,Spain,Male,42,4,194532.66,1,1,0,171045.31
7328,850,Germany,Male,56,1,169743.83,1,0,0,155850.4
7331,797,Spain,Male,59,4,129321.44,1,1,1,93624.55
7332,788,Germany,Female,42,6,138650.49,2,1,0,64746.07
7333,699,Spain,Male,43,2,136487.86,2,1,0,82815.93
7338,708,Germany,Female,54,8,145151.4,1,0,1,125311.17
7339,499,Spain,Female,42,0,147187.84,1,1,1,14868.94
7341,850,Spain,Male,54,7,108185.81,2,0,0,24093.4
7347,553,Spain,Male,42,7,0.0,2,1,0,7680.23
7348,448,Spain,Male,25,2,0.0,2,0,0,95215.73
7349,632,Germany,Male,42,6,59972.26,2,0,1,148172.94
7350,669,Spain,Male,25,7,157228.61,2,1,0,124382.9
7351,654,Spain,Male,34,5,0.0,2,1,0,159311.46
7354,733,Germany,Female,30,1,102452.71,1,1,0,21556.95
7355,529,Spain,Female,35,5,0.0,2,1,0,56518.0
7357,615,Spain,Female,29,7,143330.56,2,1,1,126396.01
7360,644,Spain,Male,54,6,0.0,1,0,1,84622.37
7365,568,Spain,Female,36,10,153610.61,1,1,1,54083.8
7366,598,Spain,Female,35,8,0.0,3,0,1,88658.73
7367,606,Spain,Male,42,10,0.0,2,1,0,177938.52
7368,850,Germany,Female,36,3,169025.83,1,1,0,174235.06
7369,644,Spain,Female,26,4,153455.72,2,1,1,82696.84
7372,683,Spain,Male,34,9,114609.55,2,0,1,25339.29
7373,663,Germany,Male,37,7,143625.83,2,0,1,176487.05
7374,682,Germany,Female,38,1,116520.28,1,1,1,49833.5
7380,589,Germany,Female,41,7,92618.62,1,1,1,101178.85
7381,620,Germany,Female,25,8,141825.88,1,1,1,73857.94
7382,647,Spain,Male,28,6,149594.02,2,1,0,102325.19
7383,737,Spain,Female,39,7,130051.66,2,0,0,55356.39
7386,666,Germany,Female,37,2,158468.76,1,0,1,93266.01
7389,667,Spain,Female,34,5,0.0,2,1,0,163830.64
7390,596,Spain,Male,20,3,187294.46,1,1,0,103456.47
7392,596,Spain,Male,67,6,0.0,2,1,1,138350.74
7395,721,Germany,Female,45,7,138523.2,1,0,0,59604.45
7396,603,Spain,Female,56,5,90778.76,2,1,0,162223.67
7397,572,Germany,Male,47,4,99353.42,1,1,0,196549.85
7398,453,Germany,Female,40,1,111524.49,1,1,1,120373.84
7400,762,Germany,Male,35,1,117458.51,1,0,1,178361.48
7402,647,Spain,Male,33,7,121260.19,2,1,0,77216.48
7403,796,Spain,Male,56,6,94231.13,1,0,0,121164.6
7406,489,Spain,Male,58,4,0.0,2,1,1,191419.32
7409,807,Germany,Female,42,9,105356.09,2,1,1,130489.37
7410,714,Spain,Male,34,5,0.0,2,1,0,193040.32
7411,626,Germany,Female,23,6,85897.95,1,1,0,109742.8
7413,850,Germany,Female,31,4,164672.66,1,0,1,61936.1
7414,737,Germany,Female,45,2,99169.67,2,1,1,78650.95
7417,730,Germany,Female,37,5,124053.03,1,1,0,118591.67
7419,748,Germany,Female,40,3,103499.09,2,0,0,38153.19
7420,753,Germany,Female,38,9,151766.71,1,1,1,180829.99
7421,634,Spain,Female,36,1,0.0,1,1,1,143960.72
7423,699,Germany,Male,36,2,123601.56,2,1,0,103557.85
7424,570,Germany,Male,38,1,127201.58,1,1,0,147168.28
7425,552,Germany,Male,33,3,144962.74,1,1,0,58844.84
7427,714,Spain,Male,33,8,122017.19,1,0,0,162515.17
7428,503,Spain,Male,32,9,100262.88,2,1,1,157921.25
7429,685,Spain,Female,43,6,117302.62,1,0,0,68701.73
7432,724,Germany,Male,31,2,160997.54,2,0,1,64831.36
7433,779,Germany,Female,37,2,128389.63,1,1,1,6589.16
7434,638,Spain,Male,35,1,0.0,2,1,0,165370.66
7435,610,Spain,Female,50,5,130554.51,3,1,0,184758.17
7436,646,Germany,Female,57,6,90212.0,1,1,0,13911.27
7440,622,Spain,Female,47,6,142319.03,1,0,0,100183.05
7442,614,Spain,Male,36,5,0.0,2,1,0,130610.78
7447,636,Germany,Male,30,8,141787.31,2,1,1,109685.61
7448,691,Spain,Male,36,7,129934.64,1,0,0,75664.56
7450,712,Spain,Female,39,5,163097.55,2,1,1,23702.42
7452,573,Spain,Male,44,8,0.0,2,0,0,62424.46
7453,778,Germany,Female,35,1,151958.19,3,1,1,131238.37
7455,550,Germany,Male,33,4,118400.91,1,0,1,13999.64
7456,790,Spain,Male,20,8,0.0,2,1,0,168152.76
7457,665,Germany,Female,43,2,116322.27,4,1,0,35640.12
7458,728,Spain,Female,43,5,0.0,1,1,1,120088.17
7459,645,Spain,Female,29,4,0.0,2,1,1,74346.11
7460,647,Germany,Male,30,6,143138.91,2,1,0,2955.46
7461,596,Spain,Male,32,4,0.0,2,0,1,146504.35
7464,768,Germany,Male,37,9,108308.11,1,1,0,41788.25
7465,666,Germany,Male,30,3,110153.27,1,0,1,74849.46
7466,700,Germany,Female,30,4,116377.48,1,1,1,134417.31
7467,651,Germany,Female,37,10,117791.06,2,1,1,75837.58
7468,542,Spain,Female,26,2,0.0,2,1,1,54869.54
7470,850,Germany,Female,47,4,99219.47,2,1,1,122141.13
7471,658,Germany,Female,55,8,119327.93,1,0,1,119439.66
7473,609,Spain,Male,32,4,99883.16,1,1,1,120594.85
7478,544,Spain,Male,22,4,0.0,2,1,0,70007.67
7479,567,Spain,Male,35,8,153137.74,1,1,0,88659.07
7480,490,Spain,Male,40,6,156111.08,1,0,0,190889.13
7482,718,Germany,Male,43,5,132615.73,2,1,0,32999.1
7488,538,Germany,Female,42,4,80380.24,1,1,0,119216.46
7493,610,Spain,Female,37,10,140363.95,2,1,1,129563.86
7496,824,Germany,Male,49,8,133231.48,1,1,1,67885.37
7499,609,Germany,Female,71,6,113317.1,1,1,0,108258.22
7502,721,Spain,Female,32,10,0.0,1,1,0,136119.96
7503,563,Germany,Male,44,7,105007.31,2,1,1,197812.16
7504,654,Spain,Female,32,2,0.0,1,1,1,51972.92
7505,659,Spain,Male,27,4,0.0,2,1,0,99341.87
7506,674,Germany,Female,44,4,131593.85,1,0,1,171345.02
7507,576,Germany,Male,44,9,119530.52,1,1,0,119056.68
7508,566,Germany,Male,54,4,118614.6,2,1,1,172601.62
7509,545,Germany,Male,37,9,95829.13,2,0,1,104936.88
7518,500,Germany,Male,30,2,125495.64,2,1,1,68807.47
7520,595,Germany,Female,26,8,118547.72,1,1,1,151192.18
7521,670,Spain,Male,43,1,97792.21,1,0,0,120225.62
7523,814,Spain,Female,72,2,0.0,2,0,1,130853.03
7525,580,Germany,Male,35,9,121355.19,1,0,1,35671.45
7527,676,Spain,Male,35,0,0.0,2,0,0,139911.58
7530,711,Germany,Female,52,8,145262.54,1,0,1,131473.31
7532,760,Spain,Female,33,1,118114.28,2,0,1,156660.21
7533,630,Germany,Female,51,0,108449.23,3,0,0,88372.69
7535,611,Germany,Female,36,10,103294.56,1,1,0,160548.12
7538,601,Spain,Male,28,6,0.0,2,1,0,14665.28
7542,507,Spain,Female,34,4,0.0,2,1,1,60688.38
7548,584,Germany,Female,62,9,137727.34,2,0,1,121102.9
7549,705,Germany,Female,44,10,106731.58,1,1,0,137419.87
